id,名前,タイプ1,高さ,重さ,世代,ステータス,HP,こうげき,ぼうぎょ,とくこう,とくぼう,すばやさ,捕まえやすさ,進化,画像URL
475,エルレイド,エスパー,1.6,52,4,518,68,125,65,65,115,80,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/475.png
476,ダイノーズ,いわ,1.4,340,4,525,60,55,145,75,150,40,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/476.png
477,ヨノワール,ゴースト,2.2,106.6,4,525,45,100,135,65,135,45,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/477.png
478,ユキメノコ,こおり,1.3,26.6,4,480,70,80,70,80,70,110,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/478.png
479,ロトム,でんき,0.3,0.3,4,440,50,50,77,95,77,91,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/479.png
480,ユクシー,エスパー,0.3,0.3,4,580,75,75,130,75,130,95,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/480.png
481,エムリット,エスパー,0.3,0.3,4,580,80,105,105,105,105,80,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/481.png
482,アグノム,エスパー,0.3,0.3,4,580,75,125,70,125,70,115,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/482.png
483,ディアルガ,はがね,5.4,683,4,680,100,120,120,150,100,90,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/483.png
484,パルキア,みず,4.2,336,4,680,90,120,100,150,120,100,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/484.png
485,ヒードラン,ほのお,1.7,430,4,600,91,90,106,130,106,77,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/485.png
486,レジギガス,ノーマル,3.7,420,4,670,110,160,110,80,110,100,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/486.png
487,ギラティナ,ゴースト,4.5,750,4,680,150,100,120,100,120,90,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/487.png
488,クレセリア,エスパー,1.5,85.6,4,600,120,70,120,75,130,85,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/488.png
489,フィオネ,みず,0.4,3.1,4,480,80,80,80,80,80,80,30,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/489.png
490,マナフィ,みず,0.3,1.4,4,600,100,100,100,100,100,100,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/490.png
491,ダークライ,あく,1.5,50.5,4,600,70,90,90,135,90,125,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/491.png
492,シェイミ,くさ,0.2,2.1,4,600,100,100,100,100,100,100,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/492.png
493,アルセウス,ノーマル,3.2,320,4,720,120,120,120,120,120,120,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/493.png
494,ビクティニ,エスパー,0.4,4,5,600,100,100,100,100,100,100,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/494.png
495,ツタージャ,くさ,0.6,8.1,5,308,45,45,55,45,55,63,45,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/495.png
496,ジャノビー,くさ,0.8,16,5,413,60,60,75,60,75,83,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/496.png
497,ジャローダ,くさ,3.3,63,5,528,75,75,95,75,95,113,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/497.png
498,ポカブ,ほのお,0.5,9.9,5,308,65,63,45,45,45,45,45,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/498.png
499,チャオブー,ほのお,1,55.5,5,418,90,93,55,70,55,55,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/499.png
500,エンブオー,ほのお,1.6,150,5,528,110,123,65,100,65,65,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/500.png
501,ミジュマル,みず,0.5,5.9,5,308,55,55,45,63,45,45,45,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/501.png
502,フタチマル,みず,0.8,24.5,5,413,75,75,60,83,60,60,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/502.png
503,ダイケンキ,みず,1.5,94.6,5,528,95,100,85,108,70,70,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/503.png
504,ミネズミ,ノーマル,0.5,11.6,5,255,45,55,39,35,39,42,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/504.png
505,ミルホッグ,ノーマル,1.1,27,5,420,60,85,69,60,69,77,255,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/505.png
506,ヨーテリー,ノーマル,0.4,4.1,5,275,45,60,45,25,45,55,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/506.png
507,ハーデリア,ノーマル,0.9,14.7,5,370,65,80,65,35,65,60,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/507.png
508,ムーランド,ノーマル,1.2,61,5,500,85,110,90,45,90,80,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/508.png
509,チョロネコ,あく,0.4,10.1,5,281,41,50,37,50,37,66,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/509.png
510,酷豹,あく,1.1,37.5,5,446,64,88,50,88,50,106,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/510.png
511,ヤナップ,くさ,0.6,10.5,5,316,50,53,48,53,48,64,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/511.png
512,ヤナッキー,くさ,1.1,30.5,5,498,75,98,63,98,63,101,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/512.png
513,バオップ,ほのお,0.6,11,5,316,50,53,48,53,48,64,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/513.png
514,バオッキー,ほのお,1,28,5,498,75,98,63,98,63,101,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/514.png
515,ヒヤップ,みず,0.6,13.5,5,316,50,53,48,53,48,64,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/515.png
516,ヒヤッキー,みず,1,29,5,498,75,98,63,98,63,101,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/516.png
517,ムンナ,エスパー,0.6,23.3,5,292,76,25,45,67,55,24,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/517.png
518,ムシャーナ,エスパー,1.1,60.5,5,487,116,55,85,107,95,29,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/518.png
519,マメパト,ノーマル,0.3,2.1,5,264,50,55,50,36,30,43,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/519.png
520,ハトーボー,ノーマル,0.6,15,5,358,62,77,62,50,42,65,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/520.png
521,ケンホロウ,ノーマル,1.2,29,5,488,80,115,80,65,55,93,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/521.png
522,シママ,でんき,0.8,29.8,5,295,45,60,32,50,32,76,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/522.png
523,ゼブライカ,でんき,1.6,79.5,5,497,75,100,63,80,63,116,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/523.png
524,ダンゴロ,いわ,0.4,18,5,280,55,75,85,25,25,15,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/524.png
525,ガントル,いわ,0.9,102,5,390,70,105,105,50,40,20,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/525.png
526,ギガイアス,いわ,1.7,260,5,515,85,135,130,60,80,25,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/526.png
527,コロモリ,エスパー,0.4,2.1,5,323,65,45,43,55,43,72,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/527.png
528,ココロモリ,エスパー,0.9,10.5,5,425,67,57,55,77,55,114,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/528.png
529,モグリュー,じめん,0.3,8.5,5,328,60,85,40,30,45,68,120,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/529.png
530,ドリュウズ,じめん,0.7,40.4,5,508,110,135,60,50,65,88,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/530.png
531,タブンネ,ノーマル,1.1,31,5,445,103,60,86,60,86,50,255,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/531.png
532,ドッコラー,かくとう,0.6,12.5,5,305,75,80,55,25,35,35,180,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/532.png
533,ドテッコツ,かくとう,1.2,40,5,405,85,105,85,40,50,40,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/533.png
534,ローブシン,かくとう,1.4,87,5,505,105,140,95,55,65,45,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/534.png
535,オタマロ,みず,0.5,4.5,5,294,50,50,40,50,40,64,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/535.png
536,ガマガル,みず,0.8,17,5,384,75,65,55,65,55,69,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/536.png
537,ガマゲロゲ,みず,1.5,62,5,509,105,95,75,85,75,74,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png
538,ナゲキ,かくとう,1.3,55.5,5,465,120,100,85,30,85,45,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/538.png
539,ダゲキ,かくとう,1.4,51,5,465,75,125,75,30,75,85,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/539.png
540,クルミル,むし,0.3,2.5,5,310,45,53,70,40,60,42,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/540.png
541,クルマユ,むし,0.5,7.3,5,380,55,63,90,50,80,42,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/541.png
542,ハハコモリ,むし,1.2,20.5,5,500,75,103,80,70,80,92,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/542.png
543,フシデ,むし,0.4,5.3,5,260,30,45,59,30,39,57,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png
544,ホイーガ,むし,1.2,58.5,5,360,40,55,99,40,79,47,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/544.png
545,ペンドラー,むし,2.5,200.5,5,485,60,100,89,55,69,112,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/545.png
546,モンメン,くさ,0.3,0.6,5,280,40,27,60,37,50,66,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/546.png
547,エルフーン,くさ,0.7,6.6,5,480,60,67,85,77,75,116,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/547.png
548,チュリネ,くさ,0.5,6.6,5,280,45,35,50,70,50,30,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/548.png
549,ドレディア,くさ,1.1,16.3,5,480,70,60,75,110,75,90,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/549.png
550,バスラオ,みず,1,18,5,460,70,92,65,80,55,98,25,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/550.png
551,メグロコ,じめん,0.7,15.2,5,292,50,72,35,35,35,65,180,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/551.png
552,ワルビル,じめん,1,33.4,5,351,60,82,45,45,45,74,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/552.png
553,ワルビアル,じめん,1.5,96.3,5,519,95,117,80,65,70,92,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/553.png
554,ダルマッカ,ほのお,0.6,37.5,5,315,70,90,45,15,45,50,120,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/554.png
555,ヒヒダルマ,ほのお,1.3,92.9,5,480,105,140,55,30,55,95,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/555.png
556,マラカッチ,くさ,1,28,5,461,75,86,67,106,67,60,255,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/556.png
557,イシズマイ,むし,0.3,14.5,5,325,50,65,85,35,35,55,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png
558,イワパレス,むし,1.4,200,5,485,70,105,125,65,75,45,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png
559,ズルッグ,あく,0.6,11.8,5,348,50,75,70,35,70,48,180,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/559.png
560,ズルズキン,あく,1.1,30,5,488,65,90,115,45,115,58,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/560.png
561,シンボラー,エスパー,1.4,14,5,490,72,58,80,103,80,97,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/561.png
562,デスマス,ゴースト,0.5,1.5,5,303,38,30,85,55,65,30,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/562.png
563,デスカーン,ゴースト,1.7,76.5,5,483,58,50,145,95,105,30,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/563.png
564,プロトーガ,みず,0.7,16.5,5,355,54,78,103,53,45,22,45,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png
565,アバゴーラ,みず,1.2,81,5,495,74,108,133,83,65,32,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png
566,アーケン,いわ,0.5,9.5,5,401,55,112,45,74,45,70,45,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png
567,アーケオス,いわ,1.4,32,5,567,75,140,65,112,65,110,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png
568,ヤブクロン,どく,0.6,31,5,329,50,50,62,40,62,65,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png
569,ダストダス,どく,1.9,107.3,5,474,80,95,82,60,82,75,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png
570,ゾロア,あく,0.7,12.5,5,330,40,65,40,80,40,65,75,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png
571,ゾロアーク,あく,1.6,81.1,5,510,60,105,60,120,60,105,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png
572,チラーミィ,ノーマル,0.4,5.8,5,300,55,50,40,40,40,75,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png
573,チラチーノ,ノーマル,0.5,7.5,5,470,75,95,60,65,60,115,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png
574,ゴチム,エスパー,0.4,5.8,5,290,45,30,50,55,65,45,200,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png
575,ゴチミル,エスパー,0.7,18,5,390,60,45,70,75,85,55,100,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png
576,ゴチルゼル,エスパー,1.5,44,5,490,70,55,95,95,110,65,50,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png
577,ユニラン,エスパー,0.3,1,5,290,45,30,40,105,50,20,200,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png
578,ダブラン,エスパー,0.6,8,5,370,65,40,50,125,60,30,100,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png
579,ランクルス,エスパー,1,20.1,5,490,110,65,75,125,85,30,50,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png
580,コアルヒー,みず,0.5,5.5,5,305,62,44,50,44,50,55,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png
581,スワンナ,みず,1.3,24.2,5,473,75,87,63,87,63,98,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png
582,バニプッチ,こおり,0.4,5.7,5,305,36,50,50,65,60,44,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png
583,バニリッチ,こおり,1.1,41,5,395,51,65,65,80,75,59,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png
584,バイバニラ,こおり,1.3,57.5,5,535,71,95,85,110,95,79,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png
585,シキジカ,ノーマル,0.6,19.5,5,335,60,60,50,40,50,75,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png
586,メブキジカ,ノーマル,1.9,92.5,5,475,80,100,70,60,70,95,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png
587,エモンガ,でんき,0.4,5,5,428,55,75,60,75,60,103,200,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png
588,カブルモ,むし,0.5,5.9,5,315,50,75,45,40,45,60,200,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png
589,シュバルゴ,むし,1,33,5,495,70,135,105,60,105,20,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png
590,タマゲタケ,くさ,0.2,1,5,294,69,55,45,55,55,15,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png
591,モロバレル,くさ,0.6,10.5,5,464,114,85,70,85,80,30,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png
592,プルリル,みず,1.2,33,5,335,55,40,50,65,85,40,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png
593,ブルンゲル,みず,2.2,135,5,480,100,60,70,85,105,60,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png
594,ママンボウ,みず,1.2,31.6,5,470,165,75,80,40,45,65,75,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png
595,バチュル,むし,0.1,0.6,5,319,50,47,50,57,50,65,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png
596,デンチュラ,むし,0.8,14.3,5,472,70,77,60,97,60,108,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png
597,テッシード,くさ,0.6,18.8,5,305,44,50,91,24,86,10,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png
598,ナットレイ,くさ,1,110,5,489,74,94,131,54,116,20,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png
599,ギアル,はがね,0.3,21,5,300,40,55,70,45,60,30,130,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png
600,ギギアル,はがね,0.6,51,5,440,60,80,95,70,85,50,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png
601,ギギギアル,はがね,0.6,81,5,520,60,100,115,70,85,90,30,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png
602,シビシラス,でんき,0.2,0.3,5,275,35,55,40,45,40,60,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png
603,シビビール,でんき,1.2,22,5,405,65,85,70,75,70,40,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png
604,シビルドン,でんき,2.1,80.5,5,515,85,115,80,105,80,50,30,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png
605,リグレー,エスパー,0.5,9,5,335,55,55,55,85,55,30,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png
606,オーベム,エスパー,1,34.5,5,485,75,75,75,125,95,40,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png
607,ヒトモシ,ゴースト,0.3,3.1,5,275,50,30,55,65,55,20,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png
608,ランプラー,ゴースト,0.6,13,5,370,60,40,60,95,60,55,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png
609,シャンデラ,ゴースト,1,34.3,5,520,60,55,90,145,90,80,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png
610,キバゴ,ドラゴン,0.6,18,5,320,46,87,60,30,40,57,75,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png
611,オノンド,ドラゴン,1,36,5,410,66,117,70,40,50,67,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png
612,オノノクス,ドラゴン,1.8,105.5,5,540,76,147,90,60,70,97,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png
613,クマシュン,こおり,0.5,8.5,5,305,55,70,40,60,40,40,120,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png
614,ツンベアー,こおり,2.6,260,5,505,95,130,80,70,80,50,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png
615,フリージオ,こおり,1.1,148,5,515,80,50,50,95,135,105,25,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png
616,チョボマキ,むし,0.4,7.7,5,305,50,40,85,40,65,25,200,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png
617,アギルダー,むし,0.8,25.3,5,495,80,70,40,100,60,145,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png
618,マッギョ,じめん,0.7,11,5,471,109,66,84,81,99,32,75,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png
619,コジョフー,かくとう,0.9,20,5,350,45,85,50,55,50,65,180,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png
620,コジョンド,かくとう,1.4,35.5,5,510,65,125,60,95,60,105,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png
621,クリムガン,ドラゴン,1.6,139,5,485,77,120,90,60,90,48,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png
622,ゴビット,じめん,1,92,5,303,59,74,50,35,50,35,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png
623,ゴルーグ,じめん,2.8,330,5,483,89,124,80,55,80,55,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png
624,コマタナ,あく,0.5,10.2,5,340,45,85,70,40,40,60,120,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png
625,キリキザン,あく,1.6,70,5,490,65,125,100,60,70,70,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png
626,バッフロン,ノーマル,1.6,94.6,5,490,95,110,95,40,95,55,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png
627,ワシボン,ノーマル,0.5,10.5,5,350,70,83,50,37,50,60,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png
628,ウォーグル,ノーマル,1.5,41,5,510,100,123,75,57,75,80,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png
629,バルチャイ,あく,0.5,9,5,370,70,55,75,45,65,60,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png
630,バルジーナ,あく,1.2,39.5,5,510,110,65,105,55,95,80,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png
631,クイタラン,ほのお,1.4,58,5,484,85,97,66,105,66,65,90,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png
632,アイアント,むし,0.3,33,5,484,58,109,112,48,48,109,90,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png
